station_id,b_pop,b_price,b_rating,num_bars,c_pop,c_price,c_rating,num_cafes
00fa94ad698dc4a9e4d708d6fd32f294,0.6159940468171642,2.3333333333333335,7.0,4.0,0.8528289708405564,1.3636363636363635,6.85,14.0
012d3e06901cc222b1c2cf0a2ace3a29,0.7559213366068508,1.7142857142857142,7.166666666666667,9.0,0.9422874848444025,1.0,5.55,5.0
029a505bd4422a1afd127987757f71a6,0.9569099901849464,2.0,7.199999999999999,5.0,0.8241175306837587,1.3076923076923077,7.557142857142858,15.0
0438114d2e6b96118de69bc9775bb21e,0.7861885425057805,2.0,7.1,12.0,0.8718894940436096,1.2727272727272727,7.26,13.0
0459b7e93703980b853cd65a9dc60596,0.234849213833452,1.0,,3.0,0.9173322299416871,1.0,5.4,6.0
04f64fde5ba1ebde8ad78c74914adb34,0.8577009680337176,2.0,6.1,2.0,0.8846506674877953,1.0,5.6,3.0
06487275cd19694152824c7c3088e8ff,0.8146807633208565,1.6,7.2,12.0,0.8066855430034063,1.2,6.966666666666666,21.0
064a7b39b1dbc4bfc4cf8f454e360c57,0.9092348107234272,1.5,6.425,6.0,0.8497655292751615,1.3333333333333333,7.449999999999999,15.0
066ecc3584913fa035ec1417323beb80,0.7871095629414369,2.5,6.6000000000000005,4.0,0.9111320669989672,1.3333333333333333,8.45,6.0
06bdc4d55f34b2a491305534fd5defda,0.7863140945452679,2.0,6.6,3.0,0.8948673043243971,1.0,8.033333333333333,13.0
07b13214cb69f2ec007d888450f3d6bc,0.7051121674589275,2.3333333333333335,7.666666666666667,6.0,0.775485460249033,1.1818181818181819,7.428571428571429,19.0
085a0e120a08a80a58c0ae0ff9da565a,0.9525413290737283,3.0,,1.0,0.893651007486384,1.0,6.8,1.0
08c7a90bf297fde8c1f1156db13987d4,0.5651161448009083,1.5,6.7,4.0,0.9087873597505821,1.4,8.266666666666667,6.0
0a43242bee10cd33f539af2c1bf5ecbf,,,,1.0,0.7825035443249103,1.0,,3.0
0b543fc4e694fe07a54dac48bb1b3390,0.8208898291075308,2.0833333333333335,6.848148148148148,50.0,0.8523420157091062,1.236842105263158,7.042857142857143,50.0
0c42f45e4a14957ad4a6d521d0ba8bc3,0.8417883925764836,2.0,7.4,8.0,0.8623808705335368,1.2,7.185714285714286,31.0
0c9ad3e3703e5869b82619ecdf54f43e,0.8244106156540483,2.0,7.8,5.0,0.86209062391199,1.0,7.114285714285714,16.0
0cee06d7d10f7d3162cea03d22b7beed,0.7040280210157618,1.6666666666666667,7.0,3.0,0.9212370816573969,1.5,7.2,5.0
0cf6cd1809fa7f510812f5b052f578c4,0.8722936433094052,2.5,7.875,15.0,0.8218441158804325,1.1764705882352942,7.561538461538461,24.0
0d1b5c62f8d22e3650811df55596e25b,0.5556090144531476,3.0,8.3,3.0,0.780681665094975,1.1666666666666667,7.279999999999999,11.0
0e0aef6fabaa808b3a3cef24657257a4,0.8206185003124813,2.09375,6.821428571428571,50.0,0.8256104665912022,1.1794871794871795,6.892857142857143,49.0
1648ead5ea617d2cea115869d9516f5e,0.8428629164180828,2.4285714285714284,7.225,10.0,0.7773220024908792,1.2857142857142858,6.133333333333333,12.0
1675a77b9af656faf527b4e6de53e63b,0.86946940974962,2.0,7.375,10.0,0.7361348305366272,1.4,7.557142857142858,14.0
175a074bf65455d1633639511dc129c8,0.8233867708473663,2.1666666666666665,7.5200000000000005,8.0,0.923717788341256,1.0,7.142857142857143,12.0
17a3320a52bcc62161908967f8a06613,0.8306999480379516,2.0,,1.0,0.9372510151844653,1.0,6.199999999999999,4.0
198810b9b0af5d229d1b6fa12c620e06,0.8336114723405191,2.0,7.45,7.0,0.9226766228517542,1.0,8.0,7.0
1b4c6f63f4bfbbd983992dbdca776865,0.8710671180023195,2.0384615384615383,7.283333333333333,43.0,0.8835463135813398,1.2121212121212122,7.252173913043479,50.0
1bca0e944a4faf170db82793414b03ab,0.8426031061757856,2.1666666666666665,7.675,7.0,0.857277573564789,1.1666666666666667,7.4,8.0
1c8f7fd6535db12cc45cfc59aa9da058,0.8306999480379516,2.0,,1.0,0.92305767787379,1.0,6.1,3.0
1d4153659a0a0a2089078c739df6737d,0.8334520120859875,2.1875,6.903846153846154,50.0,0.834036898911642,1.1538461538461537,6.758064516129032,50.0
1d442ad1a71774c82688a45954e47bfd,0.9143716761930422,1.6666666666666667,5.85,4.0,0.8661544235099402,1.0,7.5200000000000005,9.0
1d7e73b3321ebb6713774d376247d9f9,0.7861885425057805,2.0,7.1,12.0,0.8348092571259946,1.3333333333333333,7.194117647058824,23.0
1ef01f2f89621d51afbabaa6296e55be,0.758171650716059,1.8461538461538463,7.757142857142857,16.0,0.9359158792171052,1.5,8.15,10.0
1ef5c4ff3f0b09422bb1597fd9d7568b,0.6470121822135833,2.0,7.300000000000001,7.0,0.9350233829218068,1.0,6.7,6.0
25318ec3e06fae1397a3a2f645104149,0.8085459699169981,2.1666666666666665,7.016666666666667,12.0,0.8938896480052346,1.3333333333333333,7.2875,11.0
257715b845828e027ff35dd0f11c971e,0.8728941811253546,1.903225806451613,7.152380952380952,50.0,0.9055107465683689,1.1666666666666667,7.407692307692307,50.0
2681455ba2d97283998a806b14d3e95c,0.9143716761930422,1.6666666666666667,5.85,4.0,0.8537364561882951,1.0,7.5200000000000005,9.0
277b4b4881bdb7dac73012672179def8,0.9832566732741864,2.0,8.2,3.0,0.6490316455290186,1.0,5.85,4.0
2781435bde344e1b64f1bebac6bc9008,0.8273448676250778,2.1666666666666665,7.733333333333333,7.0,0.9365909047169992,1.5,8.133333333333333,7.0
2ef000bc9d4650d8cc6198c4d570b19f,0.7244556494293798,2.4782608695652173,6.858333333333333,29.0,0.8159430012069492,1.1428571428571428,6.98125,34.0
2f09a64507cf6257c67ca20af27339eb,0.5438213275341122,2.0,8.5,2.0,0.9325599969207675,1.0,6.833333333333333,4.0
2ff7eb4230654603592ab1b0780ec5e1,0.9029753084043802,1.0,7.2,3.0,0.8825960129437738,1.0,7.483333333333333,7.0
32603a87cfca71d0f7dfa3513bad69d5,0.7907342594858231,2.3225806451612905,6.914285714285714,50.0,0.793091934335367,1.2222222222222223,7.081818181818182,24.0
32f70f7ae14ba87523c6286a6c4d5c37,0.818550653881099,2.142857142857143,6.8374999999999995,50.0,0.847427977294608,1.2121212121212122,6.98,48.0
3367c1e1dbf73caf7c10e4c96a92f58d,0.8109658127171262,2.0,7.304347826086956,50.0,0.9031643925251631,1.3157894736842106,7.273076923076923,49.0
3596b4831ee2ea7812de753b32306835,0.8888469236542792,1.5714285714285714,6.38,11.0,0.7622101191278075,1.5,8.014285714285714,15.0
35eb539fb9298bb7e4f6759ca0256505,0.9105819749427456,2.4,7.814285714285715,15.0,0.8472412001308673,1.2941176470588236,7.941666666666666,24.0
365da33e9ce06ea53db1173a0f8eae71,0.8434980081214758,1.75,6.6571428571428575,10.0,0.9529069879332577,1.1111111111111112,6.625,10.0
38f045e3f43f86eae42ca4c60257ade0,0.8817767171532496,1.0,6.5,2.0,0.9245716338535953,1.0,7.666666666666667,3.0
3a4131fa94946d93d3529136efd62413,0.8119404938319125,2.2857142857142856,7.076470588235294,35.0,0.8458561115406691,1.25,6.988888888888889,20.0
3aed670ccdcd94b966c0f505f8b028c7,0.9178999634341141,3.0,,1.0,0.9284188416037303,1.1666666666666667,7.1,8.0
3e112f9fe877e0003780386359060ae6,0.8664294695380509,2.0,7.3875,35.0,0.8831985152091084,1.2285714285714286,7.016,50.0
41a55a7e2908fbbd65175b794d26bc8d,0.5556090144531476,3.0,8.3,3.0,0.7469111448971344,1.25,7.175,9.0
434b6f4e7fc30198f901b60fc905f609,0.843196098997325,2.0,7.0,18.0,0.8919808585536143,1.1111111111111112,7.066666666666666,29.0
444991edc9550be0908f032da5e3c95f,0.8286022208964415,1.7777777777777777,7.0200000000000005,11.0,0.8748882174451352,1.0769230769230769,7.333333333333333,17.0
44fc3d58831a9f2b919c7a3a1838b74a,0.7120404405868505,2.0,7.0,7.0,0.7056951367371682,1.125,6.1000000000000005,13.0
475627e149c1a6ba73caac8d8d2fa617,0.7343937440259682,1.5,7.949999999999999,7.0,0.8063419359391338,1.4,7.366666666666666,12.0
